id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
6762823182,42547,4,2.5,3000,9793,2,0,0,3,7,3000,0,2002,0,122024,52.5955,-114.218,1890,7557,3,56,394000
6762824645,42547,4,2.5,1890,7867,2,0,0,3,8,1890,0,1996,0,122024,52.6088,-114.221,2250,7867,1,55,355000
6762824646,42547,2,2.25,1330,10838,2,0,0,3,8,1330,0,1985,0,122058,52.9989,-114.431,1390,10310,3,72,355000
6762824647,42547,3,1.75,2040,22693,1,0,0,4,8,2040,0,1980,0,122035,52.5819,-114.33,1950,6280,3,76,355000
6762824856,42547,5,1.75,2330,14322,1,0,0,4,7,1180,1150,1968,0,122015,52.7068,-114.345,1690,10010,2,52,350000
6762825276,42547,3,1.75,1780,10409,1,0,0,3,7,1280,500,1981,0,122046,52.6927,-114.358,1780,7415,2,76,342000
6762825767,42547,4,1.75,2440,7350,1,0,0,3,8,1610,830,1978,0,122066,52.6043,-114.475,2180,7680,1,68,330000
6762825955,42547,5,2.75,2400,8050,2,0,0,3,8,2400,0,1998,0,122023,52.4935,-114.399,2400,8050,2,61,327000
6762826260,42547,4,2.5,2570,4865,2,0,0,3,8,2570,0,2005,0,122024,52.5888,-114.228,2570,4933,1,72,320000
6762826478,42547,6,4,3120,4240,2,0,2,4,7,2090,1030,1993,0,122034,52.7605,-114.543,1460,4240,3,52,315000
6762827084,42547,3,1.5,1590,8911,1,0,0,3,7,1590,0,1956,0,122058,52.9694,-114.442,1590,9625,2,79,300000
6762827361,42547,1,1,700,2500,1,0,0,4,7,700,0,1907,0,122034,52.7962,-114.554,1340,5000,3,51,295000
6762827663,42547,4,2,1350,942,3,0,0,3,7,1350,0,2008,0,122012,52.7701,-114.216,1390,942,3,58,288790
6762827768,42547,2,1,910,8155,1,0,0,4,6,910,0,1948,0,122014,52.9699,-114.49,1240,8155,2,59,285000
6762827936,42547,1,1,690,1950,1,0,0,3,6,690,0,1928,0,122007,52.9149,-114.564,1650,4864,3,69,280000
6762828052,42547,3,2.5,1630,7950,1,0,0,3,8,1320,310,1985,0,122035,52.6524,-114.349,1650,7952,1,52,279000
6762828155,42547,2,1,720,11400,1,0,0,5,6,720,0,1951,0,122038,52.9941,-114.531,1690,8075,1,56,275500
6762828805,42547,2,1,700,4800,1,0,0,3,7,700,0,1922,0,122044,52.8447,-114.49,1440,4800,2,78,260000
6762828902,42547,3,1.75,1650,12349,1,0,0,3,7,1650,0,1957,0,122070,52.672,-114.472,1470,10763,2,71,259500
6762828948,42547,3,2.25,1715,6819,2,0,0,3,7,1715,0,1995,0,122040,52.5397,-114.517,2238,6819,3,58,257500
6762829014,42547,3,2.5,1720,6194,2,0,0,3,8,1720,0,1998,0,122023,52.4924,-114.411,1720,6211,1,59,255000
6762829424,42547,3,3,1670,4440,1,0,0,3,7,1670,0,2014,0,122068,52.4248,-114.165,1670,4622,1,51,246950
6762829807,42547,3,1.75,1400,6300,1,0,0,3,7,1400,0,1998,0,122068,52.4374,-114.191,1400,8490,3,55,235000
6762829808,42547,3,1.75,1950,8712,1,0,0,3,7,1950,0,1960,0,122042,52.6691,-114.379,1820,11520,1,67,235000
6762829809,42547,1,1.5,1170,1456,2,0,0,3,8,1070,100,2007,0,122064,52.7793,-114.562,1360,1730,2,74,235000
6762829886,42547,4,1,1390,18000,1,0,0,3,7,1390,0,1955,2013,122066,52.6185,-114.474,1390,18000,3,69,234000
6762829957,42547,3,1.75,1010,9600,1,0,0,5,7,1010,0,1969,0,122035,52.6128,-114.28,1320,9600,3,67,230000
6762830045,42547,2,1.75,1110,1773,2,0,0,3,8,1110,0,2014,0,122059,52.7947,-114.483,1420,2855,1,58,229800
6762830253,42547,3,1,910,8789,1,0,0,3,7,910,0,1966,0,122060,52.6645,-114.516,1160,8789,2,63,221000
6762830410,42547,2,1.75,1220,15600,1,0,0,3,6,1220,0,1972,0,122039,52.5153,-114.455,1510,17818,2,74,215500
6762830496,42547,2,1,940,5040,1,0,0,3,7,940,0,1926,0,122064,52.7675,-114.564,940,5040,3,64,212700
6762830602,42547,3,1,970,9583,1,0,0,4,6,970,0,1967,0,122018,52.5344,-114.556,970,7875,3,60,209950
6762830913,42547,2,1,1020,8100,1,0,0,3,6,1020,0,1940,0,122056,52.7271,-114.524,1200,12500,3,55,195000
6762830972,42547,2,1,900,3400,1,0,0,5,6,900,0,1905,0,122059,52.7569,-114.504,940,6000,2,68,191000
6762831245,42547,2,1,810,8424,1,0,0,4,6,810,0,1959,0,122018,52.5586,-114.536,820,8424,3,63,170000
6762831477,42547,3,1,1060,7473,1,0,0,3,7,1060,0,1959,0,122043,52.5999,-114.499,1320,7912,1,51,140000
6762810451,42548,3,4.25,2820,7200,2,0,0,4,10,2460,360,1930,0,122047,52.8598,-114.48,3300,7522,1,54,1600000
6762811271,42548,4,4.25,3500,8750,1,0,4,5,9,2140,1360,1951,0,122050,52.9522,-114.557,3110,8750,2,62,1080000
6762814439,42548,4,2.5,2190,11500,1,0,0,4,8,1430,760,1972,0,122027,52.7968,-114.337,2580,9700,1,56,699900
6762815243,42548,2,1,1050,2542,1,0,0,3,7,880,170,1904,0,122044,52.8472,-114.488,1620,1809,2,52,650000
6762816442,42548,4,2.5,3130,40918,2,0,0,3,9,3130,0,1994,0,122025,52.7061,-113.913,2760,35440,3,76,598000
6762816680,42548,5,2.5,2670,16777,1.5,0,0,4,7,1620,1050,1920,0,122022,52.9315,-114.491,1610,8227,1,52,585000
6762819944,42548,3,2.5,1700,9100,1,0,0,3,8,1160,540,1998,0,122064,52.7669,-114.568,1590,8374,1,77,475000
6762820122,42548,3,1.5,1500,5000,1.5,0,0,4,7,1140,360,1927,0,122007,52.909,-114.563,1500,5000,3,60,470000
6762825435,42548,3,1,1200,9087,1,0,0,5,7,1200,0,1969,0,122053,52.7534,-114.367,1250,11826,1,72,339900
6762826583,42548,3,1.75,1700,1716,1,0,0,3,7,1200,500,1978,0,122024,52.5937,-114.247,1900,9528,3,66,314500
6762827085,42548,4,1,1370,8499,1,0,0,3,7,1370,0,1949,0,122014,52.966,-114.491,1370,8187,3,52,300000
6762829887,42548,3,1,1040,8128,1,0,0,3,6,1040,0,1983,0,122055,52.9725,-114.171,1520,7500,2,74,234000
6762829958,42548,2,1.75,1910,3376,2,0,0,3,8,1910,0,1980,0,122024,52.6033,-114.247,1470,3623,3,78,230000
6762812620,42549,3,2.25,2120,54014,2,0,0,4,9,2120,0,1964,0,122049,52.8782,-114.349,3280,50690,3,63,835000
6762818258,42549,2,1,840,3400,1,0,2,4,7,840,0,1924,0,122003,52.8703,-114.562,2000,4000,3,62,530000
6762822755,42549,4,2.75,2950,15540,1,0,0,4,8,2120,830,1974,0,122035,52.6145,-114.342,2840,17136,3,60,402000
6762823061,42549,3,3.5,1360,1275,2,0,0,3,8,1240,120,2007,0,122054,52.8204,-114.505,1360,1275,2,58,397000
6762825147,42549,3,2,1610,15005,1,0,0,4,7,1610,0,1986,0,122041,52.9186,-114.101,1610,15479,3,58,345000
6762826011,42549,5,2.75,2130,6222,1,0,0,3,7,1300,830,1991,0,122051,52.7572,-114.466,2130,6222,3,73,325000
6762828617,42549,3,1,1800,7650,1,0,0,5,7,1800,0,1957,0,122053,52.7222,-114.368,1230,7650,1,70,265000
6762810211,42550,4,3.75,4350,7965,2,0,0,3,10,4350,0,2013,0,122048,52.8589,-114.395,2190,8557,3,74,2070000
6762810252,42550,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,0,122054,52.8089,-114.476,4470,9194,3,78,1930000
6762810354,42550,5,3.5,5000,26540,2,0,3,3,10,3410,1590,2008,0,122057,52.7965,-114.4,3360,17398,2,55,1730000
6762810532,42550,5,3.25,4390,11250,2,0,0,3,10,4390,0,2007,0,122057,52.8085,-114.415,2160,9249,2,61,1510000
6762810783,42550,4,2.5,2680,12215,1,1,4,3,9,1590,1090,1956,0,122031,52.6696,-114.543,2960,19964,1,55,1310000
6762810947,42550,3,1.75,2200,14630,1.5,0,1,3,8,2200,0,1948,2003,122048,52.8374,-114.403,2850,15803,1,56,1230000
6762811004,42550,4,2,2120,3360,2,0,0,3,9,2120,0,1905,0,122047,52.8527,-114.5,2090,3600,1,72,1200000
6762811076,42550,3,3,3790,5001,2,0,0,3,10,2810,980,1989,0,122044,52.8335,-114.475,2500,6286,2,60,1170000
6762811213,42550,4,2.75,3330,9143,2,0,0,4,10,3330,0,1995,0,122010,52.9121,-114.38,2390,9143,1,71,1100000
6762811647,42550,4,1.75,2010,6300,1,0,2,5,8,1610,400,1937,0,122032,52.8757,-114.602,3290,6300,1,67,972000
6762811695,42550,4,3.25,3530,8589,2,0,0,3,10,3530,0,2007,0,122010,52.9275,-114.385,2470,9019,2,79,963000
6762811753,42550,4,2.5,3670,7680,2.5,0,0,3,10,3670,0,2007,0,122011,52.7701,-114.183,3130,6112,2,69,950000
6762811843,42550,2,2.5,1780,2067,2,0,0,5,9,1780,0,1974,0,122048,52.8432,-114.4,2320,2067,1,78,935000
6762812117,42550,5,2.75,2520,16100,1,0,3,4,8,1570,950,1960,0,122057,52.758,-114.414,2760,16988,2,55,896000
6762812206,42550,4,2.5,3560,5265,3,0,0,3,8,3560,0,2014,0,122005,52.9347,-114.303,3220,4892,1,53,882566
6762812210,42550,4,2.75,3220,4392,1.5,0,0,4,9,2320,900,1931,0,122004,52.9013,-114.466,2310,5795,1,51,880000
6762812250,42550,4,1.5,1800,3245,1.5,0,0,4,8,1800,0,1929,0,122028,52.8905,-114.521,1800,4275,3,75,875000
6762812464,42550,3,2.5,2650,2387,2,0,0,3,8,1830,820,1920,0,122003,52.8615,-114.552,1870,2216,2,80,850000
6762813216,42550,4,2.5,3500,7048,2,0,0,3,9,3500,0,2005,0,122045,52.9111,-114.215,3920,7864,1,54,780000
6762813418,42550,5,3,2870,5700,1,0,0,3,7,1950,920,1964,0,122028,52.8921,-114.52,1730,5529,2,72,765000
6762813483,42550,4,2.5,3300,165528,2,0,0,3,8,3300,0,1984,0,122037,52.9957,-114.218,3030,144696,3,70,760000
6762814934,42550,4,2.25,2500,4046,1.5,0,0,4,7,1520,980,1940,0,122007,52.9182,-114.572,1410,4046,2,70,669500
6762815568,42550,3,2.5,3350,4007,2,0,0,3,8,2550,800,2005,0,122033,52.9577,-114.397,2340,4167,2,52,635000
6762817059,42550,3,2,1890,29185,1,0,0,3,7,1470,420,1949,2013,122027,52.7921,-114.358,2580,11600,3,62,570000
6762817331,42550,3,2.25,2070,15002,1.5,0,0,3,8,2070,0,1955,2013,122014,52.9935,-114.464,2070,15002,2,67,560000
6762817592,42550,3,2.25,1720,9600,1,0,0,4,7,1220,500,1967,0,122005,52.8881,-114.316,1720,9600,2,64,550000
6762817593,42550,4,1.5,2750,128502,1,0,0,2,7,1500,1250,1958,0,122042,52.6645,-114.388,1470,11514,3,51,550000
6762817889,42550,3,2.5,1460,1613,2,0,0,3,8,1180,280,2007,0,122007,52.9081,-114.565,1460,1403,1,57,544000
6762818124,42550,3,1,1580,6300,1,0,0,3,7,1180,400,1925,0,122032,52.8805,-114.574,1560,1601,1,63,535000
6762818259,42550,4,2.25,1980,15086,2,0,0,3,8,1980,0,1981,0,122019,52.877,-114.254,2100,10927,3,51,530000
6762818729,42550,3,2.5,2600,4506,2,0,0,3,8,2600,0,2003,0,122058,52.9653,-114.412,2600,4658,3,55,515000
6762819092,42550,4,3,3720,15048,3,0,0,3,7,3720,0,1979,2014,122015,52.7416,-114.334,2020,15180,3,62,500000
6762819431,42550,4,1.75,2120,9786,1,0,0,3,8,1640,480,1967,0,122050,53.0053,-114.555,2310,8787,3,59,492650
6762819447,42550,3,2.25,2090,10733,1,0,0,3,7,1440,650,1958,0,122006,52.9271,-114.471,1740,8100,3,58,491950
6762819449,42550,3,2.25,1470,4322,2,0,0,3,7,1470,0,1985,0,122011,52.7972,-114.208,1610,4322,2,79,491500
6762819477,42550,4,3,2330,3497,2,0,0,3,9,1920,410,2003,0,122059,52.784,-114.498,2330,5242,1,74,490000
6762819774,42550,4,3,2440,9664,2,0,0,3,8,1890,550,1981,0,122058,52.9949,-114.443,2380,9609,2,52,480000
6762820419,42550,3,1.75,3600,8666,2,0,0,4,6,2400,1200,1948,0,122010,52.9193,-114.357,2290,8200,3,79,461000
6762820572,42550,3,2.5,1220,1330,2,0,0,3,8,1010,210,2008,0,122007,52.9204,-114.56,1360,3750,2,57,457000
6762820973,42550,4,2.5,2960,6031,2,0,0,3,9,2960,0,2005,0,122024,52.5896,-114.23,2570,5012,2,67,449000
6762821045,42550,4,2.25,2070,39446,1,0,0,3,8,1470,600,1977,0,122014,53.0065,-114.466,2140,12043,2,68,445800
6762821192,42550,2,1.5,1190,3400,1,0,0,3,7,990,200,1919,0,122006,52.9026,-114.51,1410,3150,2,55,441000
6762821338,42550,3,2.5,3180,7904,1,0,0,3,8,1810,1370,2006,0,122053,52.719,-114.371,1950,7800,2,50,439000
6762821421,42550,4,2.5,2290,11173,2,0,0,4,8,2290,0,1988,0,122046,52.6614,-114.354,2290,10404,3,59,436500
6762821464,42550,4,2,1880,3840,1,0,0,3,7,970,910,1904,0,122054,52.8229,-114.493,1670,1820,2,66,435000
6762821788,42550,2,2,1090,934,3,0,0,3,8,1090,0,2008,0,122061,52.8641,-114.532,1090,1376,1,80,427500
6762822177,42550,2,1.75,1510,4980,1,0,0,3,8,1510,0,2006,0,122045,52.9491,-114.213,1350,4157,2,72,419000
6762822466,42550,1,1.5,1010,5750,1,0,0,3,7,1010,0,1911,1948,122016,52.7711,-114.582,1230,5750,3,66,410000
6762822565,42550,5,3.25,2820,6589,1.5,0,0,3,7,2320,500,1906,2014,122051,52.7657,-114.463,1560,5647,2,51,408000
6762822597,42550,2,1,870,5750,1,0,0,4,7,870,0,1947,0,122009,52.7937,-114.585,1100,5750,3,58,406500
6762823044,42550,4,2.5,2570,7859,2,0,0,3,8,2570,0,1992,0,122024,52.6036,-114.235,2150,7284,2,73,397500
6762823477,42550,3,1.75,1300,7030,1,0,0,3,7,1300,0,1968,0,122033,52.951,-114.369,1450,7650,2,75,385000
6762823558,42550,4,2.5,2700,6998,2,0,0,3,8,2700,0,2001,0,122070,52.6994,-114.453,2350,10550,2,61,383962
6762824061,42550,3,1,1320,7341,1,0,0,3,7,1320,0,1982,0,122014,52.9667,-114.485,1160,7573,1,60,370000
6762824528,42550,4,2.75,2140,10316,2,0,0,3,8,2140,0,1993,0,122039,52.5837,-114.464,1920,11337,3,68,359500
6762824648,42550,3,2.25,1370,1524,3,0,0,3,8,1370,0,2005,0,122028,52.9282,-114.537,1370,1418,1,61,355000
6762825036,42550,3,1,960,8855,1,0,0,4,7,960,0,1958,0,122014,52.9989,-114.518,1250,8855,2,75,349810
6762825148,42550,2,1,970,5750,1,0,0,4,6,970,0,1932,0,122064,52.7818,-114.56,1650,8625,3,71,345000
6762825149,42550,4,2.5,2280,5000,2,0,0,3,7,2280,0,2006,0,122024,52.5893,-114.227,2910,5000,2,66,345000
6762825504,42550,4,2.5,2230,5970,2,0,0,4,7,2230,0,2002,0,122035,52.6045,-114.321,1970,4919,2,63,337000
6762825768,42550,4,2.5,2340,11784,2,0,0,3,9,2340,0,1997,0,122035,52.614,-114.339,2250,10760,1,68,330000
6762825947,42550,3,2.25,2310,7200,2,0,0,3,8,2310,0,1990,0,122067,52.6351,-114.383,1960,7201,2,65,327500
6762826815,42550,3,1,1010,8800,1,0,0,4,7,1010,0,1954,0,122051,52.7783,-114.468,1400,4095,2,69,308000
6762827086,42550,2,1,960,8153,1,0,0,3,6,960,0,1947,0,122014,52.9641,-114.49,1160,8199,1,74,300000
6762827619,42550,3,2.5,1760,8584,1.5,0,0,5,7,1760,0,1937,0,122060,52.6912,-114.515,2160,8584,2,55,289950
6762827769,42550,4,2.25,1830,8734,2,0,0,4,7,1830,0,1991,0,122065,52.5979,-114.369,1870,7212,1,62,285000
6762828618,42550,2,2,1860,10856,1,0,0,3,8,1260,600,1952,0,122063,52.7289,-114.455,1250,10008,2,56,265000
6762828731,42550,4,2,1360,60548,1,0,0,3,6,960,400,1960,0,122039,52.5018,-114.455,1930,28800,2,69,263400
6762828735,42550,3,1.75,1410,8100,2,0,0,3,7,1410,0,1985,0,122024,52.5917,-114.236,1560,8100,1,65,263000
6762829015,42550,2,1,1320,9967,1,0,0,3,6,940,380,1919,0,122059,52.7993,-114.486,1970,7587,1,67,255000
6762829211,42550,3,2,1440,5000,1,0,0,3,7,1440,0,1965,0,122043,52.6002,-114.507,1390,7830,1,55,250000
6762829386,42550,3,1,950,9400,1,0,0,4,7,950,0,1954,0,122027,52.8046,-114.326,1260,9400,1,65,248000
6762829465,42550,3,2.75,1300,14197,1,0,0,3,7,860,440,1996,0,122065,52.5952,-114.373,1550,7596,2,58,245000
6762829571,42550,2,1.5,1068,1758,2,0,0,3,7,1068,0,1990,0,122058,52.9827,-114.434,1078,1315,1,56,243000
6762829810,42550,2,1,900,28800,1,0,0,1,6,900,0,1928,0,122008,52.7545,-114.012,1360,7200,1,51,235000
6762831246,42550,2,1,1200,24792,2,0,0,2,7,1200,0,1976,0,122045,52.8637,-114.151,2150,24792,3,79,170000
6762831589,42550,2,1,930,7623,1,0,0,2,6,930,0,1942,0,122031,52.697,-114.539,1300,7641,3,74,100000
6762810033,42551,5,5.5,7050,42840,1,0,2,4,13,4320,2730,1978,0,122048,52.8529,-114.41,5070,20570,2,75,3800000
6762810147,42551,3,2.25,3530,17450,1,1,3,3,9,1840,1690,1930,1993,122057,52.7658,-114.403,3530,17310,3,69,2370000
6762810156,42551,4,4.75,3970,9778,2,0,2,4,11,3390,580,1928,0,122003,52.8612,-114.556,3970,8460,3,63,2300000
6762810369,42551,4,2.75,3770,10900,2,0,2,5,9,3070,700,1924,0,122054,52.8149,-114.48,3000,5000,1,54,1700000
6762810427,42551,3,3.25,3140,5445,2,0,3,4,10,2240,900,1913,0,122061,52.8706,-114.537,2950,5250,3,65,1640000
6762810488,42551,4,2.75,2970,12750,1.5,0,1,4,7,2130,840,1918,1986,122048,52.8435,-114.403,1980,15300,2,66,1570000
6762810706,42551,4,3.5,4270,5800,2,0,3,5,10,3170,1100,1937,0,122032,52.8774,-114.601,3100,5800,2,51,1360000
6762810800,42551,6,2.75,2630,5432,2,0,0,5,9,2510,120,1900,0,122028,52.8995,-114.527,1540,4969,3,66,1300000
6762811005,42551,4,3.5,3400,3850,2.5,0,0,3,10,2790,610,2008,0,122047,52.8558,-114.492,2030,4000,1,67,1200000
6762811112,42551,4,2.5,3340,10422,2,0,0,3,10,3340,0,1996,0,122010,52.8815,-114.387,1770,9490,2,60,1150000
6762811192,42551,5,3.25,3350,4000,2,0,0,4,8,2510,840,1997,0,122004,52.8945,-114.481,1620,4000,1,50,1110000
6762811272,42551,3,2.75,3890,7216,2,0,1,3,8,3260,630,1967,2010,122051,52.7745,-114.456,2490,9920,1,79,1080000
6762811317,42551,4,2.5,4570,16015,2,0,2,3,11,4570,0,1990,0,122019,52.8546,-114.257,4490,17668,1,52,1060000
6762811440,42551,4,3.5,3770,8501,2,0,0,3,10,3770,0,2008,0,122010,52.9044,-114.386,1520,9660,3,62,1020000
6762811459,42551,3,1,1640,12855,1.5,0,0,5,6,1500,140,1920,0,122048,52.8469,-114.402,2190,11262,1,57,1010000
6762811727,42551,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,1914,1993,122003,52.8727,-114.553,1900,5080,1,64,955500
6762811735,42551,4,1.5,2550,5055,2,0,0,4,10,2550,0,1910,0,122047,52.866,-114.491,1970,4431,1,59,952500
6762811900,42551,5,5.5,5190,12637,2,0,2,3,11,5190,0,2001,0,122008,52.7724,-114.062,3840,12637,3,52,925000
6762811942,42551,4,3.5,4080,10666,2,0,0,3,9,4080,0,2005,0,122045,52.9118,-114.213,3920,8154,1,67,920000
6762812251,42551,5,3.5,3840,8279,2,0,0,3,9,3840,0,2001,0,122019,52.8339,-114.249,3570,8279,1,77,875000
6762812465,42551,4,3.25,4350,112750,1,0,0,3,9,2200,2150,2006,0,122012,52.7735,-114.156,2180,223027,1,62,850000
6762812715,42551,4,2.75,3990,6637,2,0,0,3,9,3990,0,2003,0,122045,52.9135,-114.235,3500,7074,1,79,825000
6762812778,42551,3,2.25,2880,9750,2,0,0,3,10,2880,0,1989,0,122027,52.7875,-114.309,2920,11090,3,59,820000
6762812906,42551,4,2.25,2500,8866,2,0,0,4,9,2500,0,1987,0,122030,52.8904,-114.336,2630,8847,3,62,808000
6762812976,42551,3,3.5,3830,221284,2,0,0,3,10,3530,300,1993,0,122037,52.9941,-114.213,2920,148539,2,66,800000
6762813809,42551,5,2.5,3290,5029,2,0,0,3,8,3290,0,2004,0,122020,52.8073,-114.246,2990,6441,3,59,739900
6762813910,42551,2,2.25,2130,4920,1.5,0,4,4,7,1530,600,1941,0,122009,52.803,-114.599,2130,4920,2,69,730000
6762813947,42551,4,2.5,2840,12866,1,0,0,4,9,1780,1060,1977,0,122049,52.8688,-114.357,2840,13209,3,52,729032
6762813995,42551,3,1.75,1860,6000,2,0,2,4,8,1860,0,1959,0,122054,52.8281,-114.478,3030,7119,1,60,725000
6762814210,42551,3,2.5,2375,4094,2,0,0,3,9,2375,0,2002,0,122005,52.8927,-114.276,2095,4442,2,67,712000
6762814492,42551,3,2.5,2620,51354,2,0,0,3,9,2620,0,1998,0,122037,52.9511,-114.218,2620,37042,2,80,695000
6762814493,42551,3,2,2500,4080,1.5,0,0,5,7,1680,820,1922,0,122028,52.9113,-114.536,1550,3060,3,69,695000
6762814532,42551,4,2.5,2600,7200,2,0,0,3,7,2600,0,1962,2002,122006,52.9244,-114.464,1790,6175,3,54,691500
6762815061,42551,3,2,2570,28500,1,0,0,3,9,1970,600,1983,0,122005,52.9618,-114.328,3070,32400,3,53,660000
6762815244,42551,4,2.5,3350,46748,2,0,0,3,10,3350,0,2004,0,122062,52.5732,-114.215,3350,39683,1,57,650000
6762815474,42551,2,2.25,1540,965,3,0,0,3,9,1540,0,2007,0,122044,52.8481,-114.508,1410,964,2,74,640000
6762815706,42551,3,2.5,2390,1984,2,0,0,3,8,2220,170,2008,0,122012,52.7705,-114.217,2150,1984,3,57,629800
6762815894,42551,4,3,2130,6325,1,0,0,5,7,1440,690,1948,0,122009,52.7983,-114.586,1240,6325,2,74,620000
6762815979,42551,4,1.75,1700,5846,1,0,0,3,8,1700,0,1957,0,122032,52.8839,-114.598,1480,5177,3,61,616000
6762816296,42551,2,2.5,2510,14878,2,0,0,3,10,2510,0,1990,0,122017,52.9825,-114.395,3080,13594,1,76,600000
6762816297,42551,5,2.25,2980,7781,1,0,0,3,9,1580,1400,1960,0,122022,52.9348,-114.469,2310,7781,1,50,600000
6762816298,42551,2,1,910,2002,1.5,0,0,3,6,910,0,1900,0,122047,52.8488,-114.496,1190,1208,1,53,600000
6762816469,42551,4,2.5,1820,20011,2,0,0,3,8,1820,0,1987,0,122020,52.8142,-114.235,2710,33915,1,80,595000
6762816553,42551,3,2,1410,6413,1,0,0,4,7,910,500,1947,0,122006,52.9126,-114.488,1330,6050,3,54,590000
6762816771,42551,4,1,1630,2566,1.5,0,0,3,7,1630,0,1921,0,122044,52.8483,-114.49,1220,2314,1,56,581000
6762816792,42551,3,2.5,2200,11000,2,0,2,3,9,2200,0,1978,0,122029,52.8216,-114.302,2200,12851,2,74,580000
6762817060,42551,4,2.5,2590,8483,2,0,0,3,9,2590,0,1991,0,122017,52.968,-114.411,2660,8717,1,79,570000
6762817274,42551,4,1,1410,3376,1.5,0,0,5,7,1410,0,1911,0,122026,52.8906,-114.555,1040,3600,3,53,563000
6762817780,42551,4,2.5,2440,11005,2,0,0,3,9,2440,0,1994,0,122053,52.7618,-114.366,2590,14754,1,78,548000
6762817830,42551,3,2.5,1530,3210,1.5,0,0,5,7,1010,520,1928,0,122007,52.9213,-114.583,1330,4410,3,73,545000
6762817952,42551,3,1.75,2050,9580,1,0,0,3,8,1400,650,1984,0,122019,52.8512,-114.228,1740,11952,3,75,540000
6762817953,42551,4,2.5,2180,10140,1,0,0,4,7,1180,1000,1968,0,122005,52.9122,-114.301,1840,9375,2,69,540000
6762818125,42551,4,1.75,1420,5000,1.5,0,0,4,7,1420,0,1945,0,122007,52.9071,-114.587,1490,5000,2,78,535000
6762818260,42551,3,2.5,3660,39478,2,0,2,4,9,3260,400,1989,0,122068,52.4713,-114.162,2700,38312,1,54,530000
6762818426,42551,2,2.5,1160,1458,2,0,0,3,8,1040,120,2012,0,122003,52.8684,-114.563,1650,2311,2,79,525000
6762818730,42551,3,2.5,2010,7200,2,0,0,3,8,2010,0,1994,0,122058,52.9672,-114.413,1970,7202,3,78,515000
6762818731,42551,2,1,1050,5000,1,0,0,5,7,1050,0,1907,0,122026,52.8999,-114.559,1340,5000,1,74,515000
6762818856,42551,3,1.75,1750,7020,2,0,0,3,7,1750,0,1934,1978,122062,52.5564,-114.228,1170,9546,2,50,510000
6762818951,42551,3,1.75,1990,9594,1,0,0,3,8,1190,800,1977,0,122005,52.8917,-114.327,1930,9765,1,56,507500
6762818989,42551,4,2.75,2200,9778,1,0,0,4,8,1100,1100,1962,0,122027,52.7772,-114.366,2140,11321,2,63,505000
6762819051,42551,3,2.25,1600,45613,2,0,0,4,8,1600,0,1983,0,122021,52.9823,-114.307,2320,43005,3,67,502000
6762819093,42551,2,1,950,4500,1,0,2,3,7,850,100,1926,0,122028,52.8862,-114.544,1670,4000,3,61,500000
6762819094,42551,5,3.25,3130,12087,2,0,0,3,8,2180,950,1975,0,122012,52.7636,-114.242,2410,10350,1,65,500000
6762819223,42551,4,2.75,2910,6334,2,0,0,3,8,2910,0,2013,0,122025,52.7126,-113.961,2790,6352,2,72,499990
6762819632,42551,3,2.25,2440,47916,2,0,0,3,8,2090,350,1991,0,122045,52.8647,-114.148,2150,24000,1,73,485000
6762819633,42551,4,1.75,1430,4096,2,0,0,3,7,1430,0,1900,0,122044,52.834,-114.496,1640,3377,3,67,485000
6762819736,42551,3,2.25,1710,21485,2,0,0,3,7,1710,0,1989,0,122019,52.8498,-114.243,1680,21485,2,75,482000
6762819876,42551,3,2.25,1640,3896,2,0,0,3,8,1640,0,1994,0,122011,52.7989,-114.196,1780,3999,1,51,478000
6762819909,42551,4,3,2890,6885,1,0,0,3,7,1590,1300,1945,2015,122006,52.9063,-114.472,2180,6885,2,70,476000
6762820447,42551,3,2.5,1450,1053,2,0,0,3,8,940,510,2008,0,122026,52.9054,-114.564,1410,1080,1,56,460000
6762820522,42551,2,1,1250,3825,1,0,0,3,7,850,400,1929,0,122007,52.9105,-114.57,1370,4998,1,61,459500
6762820728,42551,3,1.75,1110,9012,1,0,0,4,7,1110,0,1966,0,122005,52.8863,-114.321,1800,8679,3,78,452000
6762820792,42551,3,1.75,1400,13775,1,0,0,3,8,1400,0,1963,0,122058,52.9713,-114.449,2200,10450,2,75,450000
6762821065,42551,4,2.5,2280,42077,2,0,0,3,8,2280,0,1994,0,122035,52.5724,-114.267,2280,36236,2,56,445000
6762821465,42551,3,2.5,2530,13446,2,0,0,3,9,2530,0,1993,0,122055,52.9645,-114.151,2450,13446,1,70,435000
6762821568,42551,4,1.5,1550,5053,1,0,0,4,7,1180,370,1963,0,122051,52.7799,-114.464,1450,5639,1,73,433000
6762821614,42551,4,2.5,2300,6087,2,0,0,3,7,2300,0,2001,0,122053,52.7425,-114.382,1770,5907,3,69,431000
6762821855,42551,3,1.5,1300,19163,1,0,0,3,7,1300,0,1964,0,122005,52.8986,-114.343,1590,9744,1,68,425000
